date,股票代码,open,close,high,low,volume
,,MSFT,MSFT,MSFT,MSFT,MSFT
2024-08-01,MSFT,416.9030180044247,413.2569885253906,423.5113878535516,409.2741336141255,30296400
2024-08-02,MSFT,408.6797258901986,404.7166748046875,411.1665501217745,400.6050153506058,29437900
2024-08-05,MSFT,385.5750761765501,391.49981689453125,397.3354228466687,382.0182120027634,40709200
2024-08-06,MSFT,396.30508262297985,395.9186706542969,401.92272047285906,394.8189385631437,24946500
2024-08-07,MSFT,404.86528162523547,394.74957275390625,406.29195208719375,393.7984490340414,20650900
2024-08-08,MSFT,398.7225546793256,398.9702453613281,402.1109462771406,396.24564785929977,20203000
2024-08-09,MSFT,400.2978317019802,402.2694396972656,404.2806866644843,398.5441926988125,19276700
2024-08-12,MSFT,403.29984520555183,403.0521545410156,404.98415381866863,400.50588725302117,16762900
2024-08-13,MSFT,405.80648457334803,410.1856689453125,411.11698828818714,405.7866802044894,19414300
2024-08-14,MSFT,410.96836956771307,413.00933837890625,413.86141005186755,408.6401013336294,18267000
2024-08-15,MSFT,416.671793760154,417.89263916015625,417.972029702109,414.5477559984779,20752100
2024-08-16,MSFT,417.4658786225156,415.35174560546875,418.20035477297347,414.1904506066069,22775600
2024-08-19,MSFT,415.8380594178836,418.388916015625,418.60727787010427,413.3566884761521,15234000
2024-08-20,MSFT,418.557706461252,421.63458251953125,422.68668148594463,418.4981559756192,16387600
2024-08-21,MSFT,420.9199114166435,420.9794921875,423.22263097030424,418.57751173597626,16067300
2024-08-22,MSFT,421.19784052472494,412.4534912109375,423.60975624910697,411.5204932561933,19361900
2024-08-23,MSFT,413.87282122855413,413.6842346191406,416.13583025134443,409.0192452654988,18493800
2024-08-26,MSFT,413.26738834241513,410.4088439941406,414.17061105594456,408.274870910172,13152800
2024-08-27,MSFT,409.7835172509794,410.7562255859375,411.27233984867695,407.19298047026894,13492900
2024-08-28,MSFT,411.78851148667684,407.5404052734375,411.9076124558987,404.2749123464537,14882700
2024-08-29,MSFT,411.8480408399638,410.0415954589844,418.9050455158515,407.5403843631331,17045200
2024-08-30,MSFT,412.50314414345024,414.03167724609375,414.37904497336154,409.05899979142845,24308300
2024-09-03,MSFT,414.79592463376775,406.3890380859375,416.7512462836699,403.99699269665393,20313600
2024-09-04,MSFT,402.8853476688359,405.8530578613281,408.1756176150405,401.356814564364,15135800
2024-09-05,MSFT,404.5825811257243,405.34686279296875,410.021757358501,403.10369367639237,14195500
2024-09-06,MSFT,406.01183707940055,398.7066955566406,407.5899853655918,397.813377784307,19609500
2024-09-09,MSFT,404.2054401544617,402.69677734375,405.60493716980716,399.1533719404398,15295100
2024-09-10,MSFT,405.15829563423546,411.11358642578125,413.2276892130327,404.66202140160664,19594300
2024-09-11,MSFT,412.4038716868024,419.8876953125,420.83059814465895,406.527971667463,19266900
2024-09-12,MSFT,420.15563991463,423.8181457519531,424.1853837952873,416.62217020932627,17395700
2024-09-13,MSFT,422.65686865025475,427.38140869140625,428.61215900524985,422.2896305914577,15874600
2024-09-16,MSFT,427.3913478501723,428.1258239746094,430.2995073976486,425.0290778075874,13834700
